iter	MAE
1666	28326.56694
1667	28325.15666
1668	28320.3333
1669	28318.19643
1670	28313.01577
1671	28310.50992
1672	28297.12005
1673	28290.84826
1674	28287.2262
1675	28283.05404
1676	28279.38014
1677	28275.37452
1678	28272.19341
1679	28268.60298
1680	28260.18406
1681	28258.86849
1682	28256.30623
1683	28255.23384
1684	28251.34516
1685	28245.74336
1686	28240.96652
1687	28236.55247
1688	28232.71835
1689	28229.48255
1690	28227.88524
1691	28227.12124
1692	28222.71155
1693	28216.67118
1694	28208.37012
1695	28204.99339
1696	28200.90191
1697	28197.24055
1698	28194.11014
1699	28192.67721
1700	28191.02277
1701	28184.09202
1702	28180.82803
1703	28179.52341
1704	28172.67572
1705	28166.85502
1706	28161.8006
1707	28157.86396
1708	28146.39035
1709	28140.86971
1710	28137.26948
1711	28134.67586
1712	28128.4124
1713	28124.64656
1714	28122.39006
1715	28119.97823
1716	28115.22415
1717	28112.10148
1718	28110.59832
1719	28103.37834
1720	28096.94599
1721	28088.27859
1722	28085.28957
1723	28082.29696
1724	28079.02211
1725	28076.82379
1726	28070.79181
1727	28068.95901
1728	28066.81553
1729	28059.65181
1730	28053.54483
1731	28050.54231
1732	28046.96251
1733	28040.64062
1734	28034.87437
1735	28029.06628
1736	28025.29323
1737	28016.82214
1738	28014.57105
1739	28012.12471
1740	28008.74713
1741	28004.17166
1742	27996.63025
1743	27992.6927
1744	27989.54721
1745	27987.71538
1746	27981.5944
1747	27980.68283
1748	27974.40802
1749	27970.27429
1750	27967.24737
1751	27959.74688
1752	27956.60209
1753	27949.48623
1754	27946.13391
1755	27941.89855
1756	27937.43195
1757	27934.44155
1758	27931.04998
1759	27926.7415
1760	27922.23005
1761	27918.66514
1762	27909.29972
1763	27907.54689
1764	27898.94383
1765	27893.28299
1766	27887.74656
1767	27885.98888
1768	27883.93915
1769	27878.72581
1770	27873.92431
1771	27868.99641
1772	27867.21683
1773	27863.71113
1774	27860.03201
1775	27857.73187
1776	27853.42277
1777	27850.16944
1778	27847.5266
1779	27844.49711
1780	27839.22615
1781	27835.30162
1782	27832.40464
1783	27830.31428
1784	27826.83365
1785	27825.28097
1786	27822.37311
1787	27814.77045
1788	27811.38602
1789	27808.01961
1790	27806.23758
1791	27802.07155
1792	27794.24528
1793	27792.85461
1794	27787.53262
1795	27784.63952
1796	27782.76256
1797	27777.16076
1798	27774.22167
1799	27769.59076
1800	27768.74099
1801	27766.64185
1802	27763.76878
1803	27754.78091
1804	27751.32427
1805	27746.77991
1806	27742.57818
1807	27740.69748
1808	27738.89367
1809	27733.81013
1810	27727.09961
1811	27724.71509
1812	27718.06561
1813	27711.44566
1814	27709.06014
1815	27704.98483
1816	27699.43678
1817	27694.04134
1818	27691.34088
1819	27688.98854
1820	27685.53949
1821	27683.63651
1822	27681.28731
1823	27678.44007
1824	27673.59206
1825	27670.8711
1826	27668.61038
1827	27666.70822
1828	27665.75845
1829	27662.10037
1830	27658.41874
1831	27650.67212
1832	27641.93249
1833	27637.11346
1834	27635.00428
1835	27631.83144
1836	27629.37654
1837	27626.89167
1838	27622.3169
1839	27618.02244
1840	27615.45909
1841	27612.99398
1842	27609.06444
1843	27603.87767
1844	27597.95071
1845	27596.75245
1846	27593.88334
1847	27590.07262
1848	27587.49013
1849	27585.19218
1850	27582.12367
1851	27579.70105
1852	27576.48775
1853	27570.38902
1854	27565.70496
1855	27563.14018
1856	27559.38375
1857	27557.34211
1858	27551.64645
1859	27538.55473
1860	27532.12184
1861	27529.51286
1862	27525.55448
1863	27523.02357
1864	27516.22832
1865	27508.09473
1866	27506.52812
1867	27499.24913
1868	27497.42788
1869	27486.59436
1870	27478.8582
1871	27474.63013
1872	27471.75445
1873	27470.28565
1874	27468.13069
1875	27463.5582
1876	27462.42038
1877	27459.31768
1878	27458.0739
1879	27455.3627
1880	27449.56876
1881	27446.71415
1882	27442.44532
1883	27437.71836
1884	27434.79493
1885	27431.41687
1886	27425.99455
1887	27424.0591
1888	27419.31772
1889	27415.5577
1890	27411.31867
1891	27405.75046
1892	27394.65517
1893	27389.38835
1894	27386.66693
1895	27383.32155
1896	27376.07678
1897	27368.90585
1898	27363.92957
1899	27359.19887
1900	27355.23681
1901	27353.40017
1902	27351.93088
1903	27351.15512
1904	27344.39312
1905	27341.53561
1906	27340.82536
1907	27339.91596
1908	27335.79062
1909	27333.7983
1910	27330.35445
1911	27327.52807
1912	27325.09588
1913	27320.51071
1914	27318.85831
1915	27316.43807
1916	27313.8634
1917	27308.91351
1918	27306.79861
1919	27305.04302
1920	27302.44302
1921	27296.97886
1922	27292.25009
1923	27287.93992
1924	27284.8241
1925	27281.94528
1926	27278.80936
1927	27276.90695
1928	27274.4431
1929	27271.78963
1930	27268.31438
1931	27266.32564
1932	27262.66079
1933	27260.60595
1934	27253.8574
1935	27252.46709
1936	27250.03921
1937	27244.25036
1938	27241.31823
1939	27236.25103
1940	27234.64927
1941	27231.56509
1942	27228.4999
1943	27225.36893
1944	27223.93761
1945	27221.89189
1946	27218.74748
1947	27216.91062
1948	27210.31392
1949	27208.88177
1950	27203.93012
1951	27198.92393
